Locality,type 0f crime,date,time,area of the locality,sloved?,total police officers,
AMAR COLONY,theft,13/08/13,18:43,1.505936692,0,78,
SAKET,theft,25/04/13,19:11,2.732945718,0,40,
SEEMAPURI,theft,29/08/13,15:26,4.731868997,0,0,
GREATER KAILASH,theft,24/09/13,23:09,3.793564843,1,87,
SHAHDARA,sexual_harassement,28/06/14,19:39,2.231365619,1,59,
SAKET,theft,12/08/13,7:21,2.732945718,1,44,
HAUZ KHAS,theft,14/04/13,20:28,2.436526458,0,16,
SHALIMAR BAGH,robbery,19/10/14,23:29,1.28161156,1,9,
JAGATPURI,theft,06/04/16,3:14,1.021961219,1,67,
MANDAWALI,theft,17/10/13,0:11,4.995712622,1,97,
NEB SARAI,theft,08/02/13,2:08,8.344724019,1,22,
SEEMAPURI,theft,06/06/16,20:22,4.731868997,0,12,
CHANAKYAPURI,robbery,20/10/15,0:00,10.99345252,1,86,
BINDAPUR,theft,14/08/16,2:38,2.5680795,1,44,
RAJOURI GARDEN,theft,21/01/14,19:19,1.798942912,1,39,
TIMARPUR,theft,07/10/13,22:35,6.149745104,0,17,
JYOTI NAGAR,theft,29/2/2015,1:48,1.275858528,0,40,
SANGAM VIHAR,theft,28/02/12,13:41,3.10572333,0,2,
BEGUM PUR,robbery,23/02/14,6:22,35.4901909,0,44,
D.B.G ROAD,robbery,25/10/13,15:30,1.643641889,1,91,
PUNJABI BAGH,theft,03/02/15,7:02,2.57731064,1,77,
MOTI NAGAR,theft,19/09/16,19:40,3.148605142,0,98,
LAHORI GATE,theft,02/04/12,11:48,2.975208719,0,78,
JYOTI NAGAR,theft,10/10/12,6:10,1.275858528,0,51,
UTTAM NAGAR,theft,10/10/14,14:20,2.747375479,1,68,
I.P. ESTATE,theft,24/01/12,23:58,9.253420865,0,29,
GHAZIPUR,theft,13/05/16,18:34,2.88681013,1,45,
BABA HARI DAS NAGAR,theft,05/11/14,12:28,28.98213358,0,7,
HARI NAGAR,theft,07/03/15,12:43,2.386161479,1,43,
NARELA,theft,22/11/12,20:38,20.33327697,1,16,
KASHMERE GATE,theft,09/07/15,11:18,1.627909974,1,51,
PASCHIM VIHAR,theft,10/08/12,8:14,3.794663797,0,1,
SWARUP NAGAR,murder,13/01/13,3:03,12.08811457,1,5,
SUNLIGHT COLONY,theft,20/10/12,22:10,2.112193774,1,76,
NEW FRIENDS COLONY,theft,23/11/12,23:57,4.04538671,1,2,
BHAJANPURI,theft,20/04/15,23:12,10.15799164,1,11,
SUBHASH PLACE,theft,23/01/13,4:13,0.885072498,0,96,
PRASHANT VIHAR,robbery,26/05/14,15:42,6.857849293,1,83,
NAJAFGARH,theft,18/07/12,4:37,8.461597124,0,17,
SARAI ROHILLA,theft,10/06/15,1:46,1.948430286,1,9,
DELHI CANTT,theft,23/02/16,17:01,42.83635341,0,34,
VASANT KUNJ NORTH,theft,26/06/13,9:52,14.1053716,1,82,
ASHOK VIHAR,theft,09/07/15,2:09,3.536288039,0,25,
MANDIR MARG,sexual_harassement,16/03/12,11:56,9.889059631,1,60,
PARLIAMENT STREET,theft,16/01/14,2:28,5.266891996,1,56,
SARITA VIHAR,assualt_murders,28/03/16,5:18,7.942774025,1,82,
SAFDARJUNG ENCLAVE,sexual_harassement,19/05/12,15:04,3.486811523,0,69,
BURARI,theft,13/01/12,16:02,11.3338763,0,88,
MOTI NAGAR,theft,22/11/12,0:54,3.148605142,0,18,
KHYALA,theft,06/09/15,0:41,2.093069914,1,27,
PANDAV NAGAR,assualt_murders,26/06/12,8:18,1.470612978,1,99,
RANHOLA,theft,20/05/13,19:21,11.28382351,0,93,
SARITA VIHAR,theft,02/11/14,8:49,7.942774025,1,80,
SARITA VIHAR,theft,10/06/15,14:20,6.171102991,0,96,
MADHUVIHAR,theft,18/01/16,11:46,4.995712622,1,19,
MAYA PURI,theft,27/09/13,21:19,2.553754816,0,28,
PRASHANT VIHAR,theft,26/06/12,5:24,6.857849293,1,33,
CHHAWLA,theft,05/02/16,11:08,26.30944559,1,47,
ADRASH NAGAR,theft,26/01/12,20:43,1.646190527,1,51,
MUKHERJI NAGAR,theft,25/01/13,7:31,6.149745104,1,56,
NABI KARIM,theft,30/09/12,12:16,1.799866446,1,24,
MUNDKA,theft,28/02/14,2:56,48.58235864,0,17,
MANDIR MARG,theft,17/06/13,21:23,9.889059631,1,48,
I.P. ESTATE,theft,22/04/12,7:13,9.253420865,1,22,
UTTAM NAGAR,robbery,28/06/15,13:05,2.747375479,1,6,
DWARKA NORTH,theft,29/01/16,8:00,30.06854798,1,39,
DARYA GANJ,theft,18/04/15,18:40,5.570696132,1,81,
JAGATPURI,theft,14/03/12,15:59,1.021961219,0,84,
CIVIL LINES,theft,13/07/12,16:08,4.21554288,0,40,
AMAN VIHAR,theft,26/08/12,20:29,3.296887934,1,28,
BURARI,robbery,12/05/15,9:55,11.3338763,1,38,
GOVIND PURI,theft,27/09/15,19:44,8.99271206,0,14,
BHAJANPURI,robbery,17/09/12,3:31,10.15799164,0,71,
NANGLOI,theft,20/11/12,11:20,2.253261514,0,84,
MAYA PURI,theft,01/07/14,9:32,2.553754816,1,30,
FATEHPUR BERI,theft,20/08/15,4:50,35.89559495,1,97,
SHAKARPUR,robbery,24/07/12,14:43,3.019451766,1,64,
NANDNAGARI,sexual_harassement,08/02/16,13:50,2.02815697,1,13,
NARELA,sexual_harassement,09/07/15,12:29,20.33327697,1,21,
PRASHANT VIHAR,theft,10/10/13,20:00,2.076678927,1,16,
AMAN VIHAR,robbery,09/01/15,20:35,3.296887934,1,5,
NABI KARIM,theft,26/11/16,8:32,1.799866446,1,37,
TUGLAK ROAD,theft,30/04/14,22:26,6.857849293,1,28,
CONNAUGHT PLACE,theft,26/06/12,9:07,5.266891996,1,80,
CONNAUGHT PLACE,theft,02/01/16,4:09,5.266891996,0,75,
TIMARPUR,theft,29/04/13,3:47,6.149745104,0,16,
PUNJABI BAGH,theft,30/11/12,15:39,2.57731064,1,28,
CHANDNI MAHAL,theft,23/05/16,11:56,5.570696132,1,89,
TILAK MARG,theft,02/09/15,21:44,3.748441999,1,8,
BARAKHAMBA ROAD,theft,06/02/14,20:55,3.748441999,1,89,
SUNLIGHT COLONY,robbery,16/11/12,12:41,2.112193774,1,80,
NAJAFGARH,theft,02/01/15,11:04,8.461597124,1,39,
KASHMERE GATE,theft,24/06/13,6:35,1.627909974,0,68,
KALKAJI,theft,23/08/14,9:31,2.659329537,0,83,
BARAKHAMBA ROAD,theft,14/05/13,12:37,3.748441999,1,36,
NEW ASHOK NAGAR,theft,24/02/16,14:14,3.300804937,1,62,
SAGARPUR,theft,25/05/16,14:13,1.283551172,1,39,
NANGLOI,robbery,30/07/15,22:45,2.253261514,1,93,
BAWANA,theft,17/09/13,15:29,40.32792292,0,67,
VASANT KUNJ NORTH,theft,24/04/16,8:41,14.1053716,1,7,
NANGLOI,theft,25/09/16,7:17,2.253261514,1,88,
PARLIAMENT STREET,theft,16/03/16,3:33,5.266891996,0,29,
KASHMERE GATE,theft,05/10/14,15:54,1.627909974,0,70,
RANJIT NAGAR,theft,01/10/15,10:21,2.003783762,1,66,
MALVIYA NAGAR,theft,28/06/15,23:14,1.379853572,1,56,
RAJINDER NAGAR,theft,28/04/13,7:37,3.013302528,0,95,
PASCHIM VIHAR,theft,19/08/14,13:24,3.794663797,0,21,
PASCHIM VIHAR,theft,04/04/15,14:56,3.794663797,1,82,
BINDAPUR,theft,04/08/14,21:52,2.747375479,1,91,
BINDAPUR,theft,30/03/12,15:41,2.5680795,0,1,
PRASHANT VIHAR,theft,05/11/14,23:11,6.857849293,0,62,
SAROJINI NAGAR,theft,11/02/16,19:58,1.891342634,0,26,
BINDAPUR,theft,21/02/14,8:26,2.747375479,1,63,
DABRI,rape,24/04/14,22:51,3.401013428,1,8,
BHARAT NAGAR,theft,26/10/14,18:58,1.939521818,1,38,
NARELA,theft,13/02/14,20:32,20.33327697,1,73,
MODEL TOWN,theft,18/11/12,4:29,2.689157085,0,13,
SONIA VIHAR,assualt_murders,29/08/16,13:53,4.453887398,0,54,
MANDIR MARG,theft,24/09/13,6:18,9.889059631,0,92,
PARSHAD NAGAR,theft,30/04/15,7:51,4.104570166,1,89,
SHAKARPUR,theft,24/10/12,2:32,3.019451766,0,35,
ROOP NAGAR,theft,10/03/13,16:05,1.076492634,1,75,
PASCHIM VIHAR,theft,28/02/16,1:58,3.794663797,1,88,
SHAHBAD DAIRY,theft,30/11/13,22:06,49.82264953,1,79,
TUGLAK ROAD,theft,02/02/16,17:43,6.857849293,1,84,
AMAR COLONY,theft,24/06/14,23:31,1.505936692,1,86,
NEW ASHOK NAGAR,theft,06/06/13,6:38,3.300804937,1,67,
KOTALA MUBARAK PUR,assualt_murders,25/06/14,0:25,1.628367164,1,15,
NEW USMANPUR,theft,10/07/16,10:46,3.093393387,1,11,
TIMARPUR,theft,27/10/12,9:24,6.149745104,1,35,
PREETVIHAR,theft,12/08/16,15:56,2.272578698,1,19,
SARAI ROHILLA,theft,28/02/15,23:33,1.948430286,1,73,
RANJIT NAGAR,theft,30/10/12,20:33,2.003783762,1,6,
ROOP NAGAR,theft,26/09/12,4:03,1.076492634,1,43,
ALIPUR,theft,09/06/15,9:52,51.54547492,1,1,
AMAR COLONY,theft,07/10/14,4:11,1.505936692,0,37,
MADHUVIHAR,theft,01/04/12,10:11,4.995712622,1,89,
SHALIMAR BAGH,theft,01/06/16,15:09,1.28161156,0,16,
GOVIND PURI,theft,28/07/12,9:57,8.99271206,1,5,
BINDAPUR,theft,10/11/14,3:49,2.5680795,1,10,
GULABIBAGH,theft,07/02/13,20:37,2.218660178,1,15,
JANAK PURI,theft,19/07/16,16:16,2.051115234,1,24,
SUNLIGHT COLONY,theft,18/11/13,13:18,2.112193774,0,59,
PUNJABI BAGH,theft,20/06/14,19:56,2.57731064,0,61,
NAJAFGARH,theft,20/03/15,5:14,8.461597124,1,54,
BEGUM PUR,theft,26/01/14,22:18,35.4901909,1,46,
GANDHI NAGAR,theft,04/05/15,4:50,1.205110776,1,71,
CIVIL LINES,theft,21/10/15,1:39,4.21554288,1,51,
RANI BAGH,theft,05/06/13,19:28,2.974723888,0,13,
SUBZIMANDI,theft,04/11/12,0:13,2.975208719,1,7,
ANANDVIHAR,robbery,18/03/12,1:21,4.558969692,1,71,
PREETVIHAR,robbery,05/03/15,8:42,2.272578698,1,70,
MOTI NAGAR,theft,02/05/14,23:01,3.148605142,0,86,
JAGATPURI,theft,02/11/13,22:39,1.021961219,1,90,
RANHOLA,robbery,14/05/15,15:17,11.28382351,1,48,
KIRTI NAGAR,theft,16/09/13,14:31,1.511976155,0,47,
ANANDVIHAR,robbery,13/10/15,3:50,4.558969692,0,54,
PATEL NAGAR,theft,18/07/12,18:13,4.104570166,1,84,
JAFFARPUR KALAN,theft,30/11/12,12:02,70.46948722,0,4,
TIMARPUR,theft,16/09/13,17:22,6.149745104,1,45,
ALIPUR,theft,20/08/16,13:49,51.54547492,0,92,
JAMA MASJID,theft,24/08/15,12:01,3.817050224,1,52,
RAJOURI GARDEN,theft,02/06/12,5:13,1.731624057,1,97,
PRASHANT VIHAR,theft,28/01/15,17:49,2.076678927,1,5,
MANDIR MARG,theft,27/11/16,5:52,9.889059631,0,81,
JAFFARPUR KALAN,theft,15/08/15,2:23,70.46948722,0,79,
VASANT KUNJ NORTH,theft,24/08/13,23:35,14.1053716,0,20,
SAKET,theft,15/06/13,23:48,2.732945718,1,33,
NANGLOI,theft,12/02/12,6:51,2.253261514,0,24,
NANGLOI,theft,12/02/15,22:50,2.253261514,0,39,
I.P. ESTATE,theft,09/10/16,19:25,9.253420865,1,66,
MADHUVIHAR,assualt_murders,14/01/13,18:10,4.995712622,0,93,
JAHANGIR PURI,robbery,28/09/14,3:58,2.463668046,0,34,
HAUZ KHAS,theft,15/05/13,6:28,2.436526458,0,86,
BHAJANPURI,theft,25/07/15,22:30,10.15799164,0,44,
NEW ASHOK NAGAR,robbery,22/05/16,15:23,3.300804937,0,77,
MUKHERJI NAGAR,theft,26/02/14,12:14,6.149745104,0,14,
NEB SARAI,theft,18/08/15,12:25,8.344724019,1,52,
HAUZ KHAS,theft,21/01/16,21:41,2.436526458,1,64,
NANGLOI,theft,02/11/14,5:29,2.253261514,1,82,
RAJINDER NAGAR,theft,04/05/14,8:42,3.013302528,1,77,
MANDIR MARG,theft,18/05/12,3:18,9.889059631,0,87,
G.T.B. ENCLAVE,robbery,26/10/12,5:07,2.874304374,1,67,
KAMLA MARKET,theft,21/07/12,1:15,3.095888323,0,17,
MOTI NAGAR,theft,09/03/12,4:24,3.148605142,1,85,
SAMAYPURBADLI,theft,26/08/16,13:20,3.249865013,1,26,
LAHORI GATE,theft,05/08/12,20:57,2.975208719,0,66,
SHALIMAR BAGH,theft,09/11/14,17:21,1.28161156,1,84,
RANJIT NAGAR,theft,25/05/14,22:44,2.003783762,1,67,
PUNJABI BAGH,theft,28/10/16,14:00,2.57731064,0,30,
MAURICE NAGAR,theft,14/09/14,2:38,6.149745104,0,18,
SAROJINI NAGAR,theft,23/09/16,2:17,1.891342634,1,23,
CHITRANJAN PARK,theft,26/07/15,15:57,2.659329537,0,13,
BEGUM PUR,sexual_harassement,25/01/15,18:12,35.4901909,1,72,
PRASHANT VIHAR,theft,14/06/14,7:07,2.076678927,0,58,
JAGATPURI,theft,21/11/15,6:33,1.021961219,1,0,
VASANT KUNJ NORTH,theft,16/01/14,11:33,14.1053716,0,38,
MAHENDRA PARK,theft,04/03/12,23:41,2.463668046,0,19,
UTTAM NAGAR,theft,05/03/15,16:32,2.747375479,0,3,
NIHAL VIHAR,theft,13/11/16,2:54,3.660010619,1,81,
CONNAUGHT PLACE,theft,09/08/12,16:21,5.266891996,1,32,
DABRI,robbery,28/03/14,7:28,3.401013428,1,30,
JANAK PURI,theft,16/07/13,10:02,2.051115234,1,45,
LAJPAT NAGAR,theft,28/01/12,15:48,1.505936692,0,17,
VIJAY VIHAR,theft,21/01/12,12:13,2.649542395,0,92,
PALAM VILLAGE,theft,04/08/12,2:10,1.326803624,0,97,
SUNLIGHT COLONY,theft,26/01/12,12:22,2.112193774,0,25,
CHANAKYAPURI,theft,15/06/15,10:49,10.99345252,1,49,
KAPASHERA,theft,24/01/12,4:43,21.50057279,1,28,
BHARAT NAGAR,robbery,14/09/16,0:43,1.939521818,0,55,
SAROJINI NAGAR,theft,17/01/12,16:28,1.891342634,1,98,
SARAI ROHILLA,theft,24/05/14,13:27,1.948430286,0,72,
AMAN VIHAR,theft,10/08/14,17:23,3.296887934,1,3,
FATEHPUR BERI,robbery,28/08/13,4:23,35.89559495,0,74,
SUBHASH PLACE,theft,21/04/16,0:07,0.885072498,0,76,
BARAKHAMBA ROAD,theft,05/04/14,22:54,3.748441999,1,44,
SHALIMAR BAGH,murder,02/04/14,0:02,1.28161156,0,20,
FATEHPUR BERI,theft,22/10/16,9:11,35.89559495,1,0,
UTTAM NAGAR,theft,03/02/13,17:20,2.747375479,0,88,
KARAWAL NAGAR,theft,26/01/13,0:02,2.937546578,0,21,
MIANWALI NAGAR,theft,25/02/16,16:11,1.729847853,1,24,
OKHLA,rape,09/05/14,20:54,1.71603619,0,4,
AMAR COLONY,robbery,13/04/15,14:10,1.505936692,0,24,
GHAZIPUR,theft,18/08/16,4:22,2.88681013,1,87,
UTTAM NAGAR,theft,19/08/16,18:18,2.747375479,1,25,
TUGLAK ROAD,theft,21/11/12,1:31,6.857849293,1,36,
LAHORI GATE,theft,14/08/15,12:25,2.975208719,1,49,
ANAND PARBAT,assualt_murders,17/10/13,11:05,1.948430286,1,25,
FATEHPUR BERI,theft,15/06/15,19:06,35.89559495,1,16,
AMAN VIHAR,theft,25/02/16,0:40,3.296887934,0,46,
JAFFARPUR KALAN,theft,17/05/13,22:18,70.46948722,0,59,
RAJINDER NAGAR,theft,27/01/12,8:54,3.013302528,1,86,
CHANAKYAPURI,theft,24/11/12,12:10,10.99345252,0,34,
MANGOLPURI,sexual_harassement,03/02/16,7:36,2.980192322,1,15,
JAMA MASJID,theft,01/05/14,4:55,3.817050224,0,28,
KESHAV PURAM,theft,17/06/13,8:55,1.352844685,1,12,
RAJINDER NAGAR,theft,19/11/16,7:41,3.013302528,1,1,
NEB SARAI,theft,26/06/16,4:47,8.344724019,0,63,
NAJAFGARH,robbery,14/09/12,8:20,8.461597124,1,28,
BARA HINDU RAO,theft,20/03/16,18:59,1.749323881,0,35,
ADRASH NAGAR,theft,21/10/16,0:25,1.646190527,0,70,
SARITA VIHAR,theft,12/01/15,5:41,6.171102991,0,65,
PRASHANT VIHAR,sexual_harassement,03/04/12,1:36,6.857849293,1,15,
ANANDVIHAR,theft,15/01/13,22:21,4.558969692,0,87,
PUNJABI BAGH,theft,05/03/16,3:48,2.57731064,0,23,
ROOP NAGAR,theft,13/05/16,5:05,1.076492634,1,90,
SUNLIGHT COLONY,theft,25/11/14,2:26,2.112193774,1,74,
JAMA MASJID,robbery,18/01/14,9:27,3.817050224,1,81,
DABRI,theft,10/02/12,3:59,3.401013428,0,82,
BAWANA,theft,28/07/12,18:27,40.32792292,1,11,
MODEL TOWN,theft,25/07/14,16:29,2.689157085,1,86,
BEGUM PUR,robbery,23/06/15,4:01,35.4901909,0,11,
SONIA VIHAR,robbery,17/04/13,16:52,4.453887398,0,60,
NANDNAGARI,theft,03/04/16,10:43,2.02815697,0,52,
PUNJABI BAGH,assualt_murders,23/03/15,10:18,2.57731064,1,21,
RANI BAGH,assualt_murders,21/03/14,19:26,2.974723888,0,87,
KHAJURIKHAS,theft,16/02/16,0:47,4.453887398,0,24,
RAJOURI GARDEN,theft,24/07/14,6:42,1.731624057,0,80,
KHAJURIKHAS,assualt_murders,21/01/12,3:27,4.453887398,0,6,
TUGLAK ROAD,theft,01/07/15,9:32,6.857849293,0,18,
PREETVIHAR,theft,24/03/13,5:30,2.272578698,1,75,
NEW ASHOK NAGAR,theft,26/10/16,10:04,3.300804937,1,7,
AMAN VIHAR,theft,02/04/12,12:35,3.296887934,0,22,
KHYALA,theft,09/01/14,15:24,2.093069914,0,57,
HAUZ KHAS,theft,11/02/14,16:53,2.436526458,1,52,
SONIA VIHAR,theft,27/07/14,9:56,4.453887398,1,9,
PREETVIHAR,theft,23/04/12,12:33,2.272578698,0,10,
ALIPUR,sexual_harassement,14/08/16,22:32,51.54547492,1,37,
D.B.G ROAD,theft,08/10/13,10:22,1.643641889,1,50,
RAJINDER NAGAR,theft,13/04/13,17:18,3.013302528,1,81,
KESHAV PURAM,theft,09/11/12,17:49,1.352844685,0,16,
ZAFRABAD,theft,25/07/15,13:22,1.57623738,1,65,
MOTI NAGAR,theft,20/08/13,11:32,3.148605142,0,45,
BARAKHAMBA ROAD,theft,15/04/14,13:36,3.748441999,0,65,
KARAWAL NAGAR,theft,25/02/14,12:23,2.937546578,0,79,
NANGLOI,theft,15/04/13,15:28,2.253261514,1,35,
PARSHAD NAGAR,theft,19/01/13,13:37,4.104570166,0,26,
RAJOURI GARDEN,rape,13/10/15,7:14,1.731624057,0,75,
CHANAKYAPURI,theft,07/02/12,17:50,10.99345252,0,93,
MANDIR MARG,theft,06/04/16,5:06,9.889059631,1,0,
SONIA VIHAR,theft,17/04/16,16:54,4.453887398,0,58,
KN KATJU MARG,theft,19/05/12,15:41,8.251478933,1,26,
NEW USMANPUR,theft,14/09/12,20:51,3.093393387,1,58,
BAWANA,theft,04/04/16,20:40,40.32792292,0,52,
KASHMERE GATE,theft,08/09/12,6:31,1.627909974,0,78,
HARI NAGAR,theft,22/02/16,15:31,2.386161479,1,66,
DWARKA SOUTH,theft,20/05/16,5:13,30.06854798,1,56,
MOTI NAGAR,theft,17/10/14,9:17,3.148605142,1,50,
SUNLIGHT COLONY,theft,06/06/12,23:53,2.112193774,0,55,
UTTAM NAGAR,theft,22/09/12,9:51,2.747375479,1,58,
PAHARGANJ,murder,06/11/16,11:02,1.728182346,0,4,
MALVIYA NAGAR,theft,01/01/16,10:17,1.379853572,1,83,
SWARUP NAGAR,theft,16/11/14,12:36,12.08811457,0,70,
NANGLOI,theft,18/07/13,8:01,2.253261514,0,83,
NANDNAGARI,rape,03/07/12,10:52,2.02815697,1,74,
RANI BAGH,theft,19/05/12,8:50,2.974723888,1,38,
MUKHERJI NAGAR,theft,19/10/13,14:28,6.149745104,1,36,
RAJOURI GARDEN,theft,01/06/12,16:50,1.731624057,1,54,
GOVIND PURI,theft,18/02/15,16:09,8.99271206,0,40,
MAHENDRA PARK,theft,11/03/16,2:04,2.463668046,1,5,
NABI KARIM,theft,02/11/13,4:43,1.799866446,1,95,
PRASHANT VIHAR,theft,11/02/12,19:55,2.076678927,1,31,
BINDAPUR,robbery,08/09/15,4:14,2.5680795,1,41,
MIANWALI NAGAR,theft,26/10/15,20:04,1.729847853,0,49,
KRISHNA NAGAR,murder,02/01/13,4:57,1.904048824,0,78,
SHAKARPUR,theft,06/08/13,12:54,3.019451766,1,51,
ROHINI SOUTH,theft,10/05/12,23:42,2.649542395,1,37,
JAGATPURI,theft,16/10/13,17:09,1.021961219,1,16,
ANANDVIHAR,robbery,05/10/16,7:27,4.558969692,0,39,
KIRTI NAGAR,theft,14/09/16,21:43,1.511976155,1,12,
AMAR COLONY,theft,02/06/15,13:15,1.505936692,1,8,
GOVIND PURI,theft,04/03/12,7:00,8.99271206,0,0,
GOVIND PURI,theft,04/07/16,21:58,8.99271206,0,55,
CONNAUGHT PLACE,theft,06/03/13,14:58,5.266891996,1,36,
LAHORI GATE,theft,11/01/13,5:01,2.975208719,0,99,
LAJPAT NAGAR,theft,24/03/13,5:46,1.505936692,0,67,
HAUZ KHAS,theft,30/10/16,5:19,2.436526458,0,30,
CHHAWLA,theft,04/11/16,20:02,26.30944559,0,5,
JAFFARPUR KALAN,theft,21/08/16,11:02,70.46948722,1,16,
NEW ASHOK NAGAR,theft,25/03/16,12:00,3.300804937,1,46,
KARAWAL NAGAR,rape,11/04/15,8:49,2.937546578,0,56,
MADHUVIHAR,theft,15/11/16,11:12,4.995712622,1,12,
H. N. DIN,robbery,10/03/12,3:38,10.31630404,1,50,
NEW FRIENDS COLONY,theft,12/01/16,22:48,4.04538671,1,40,
BADAR PUR,robbery,17/11/15,7:33,2.116989697,1,94,
SUNLIGHT COLONY,theft,05/05/12,14:08,2.112193774,1,51,
NEW FRIENDS COLONY,assualt_murders,26/08/14,22:07,4.04538671,0,85,
MALVIYA NAGAR,theft,14/10/16,11:02,1.379853572,1,54,
PRASHANT VIHAR,robbery,24/07/13,20:13,6.857849293,1,64,
PARSHAD NAGAR,theft,06/10/12,14:03,4.104570166,0,43,
SUNLIGHT COLONY,theft,26/02/13,15:08,2.112193774,0,83,
BINDAPUR,theft,30/08/15,4:44,2.747375479,1,83,
KALYANPURI,theft,01/07/12,14:04,0.878452779,1,7,
JAFFARPUR KALAN,theft,14/07/12,8:32,70.46948722,0,15,
ROHINI NORTH,theft,09/05/16,8:59,2.076678927,1,79,
NANGLOI,theft,12/10/16,14:41,2.253261514,1,69,
JAGATPURI,murder,10/05/15,12:47,1.021961219,0,79,
BINDAPUR,theft,06/05/14,15:16,2.5680795,1,81,
KAPASHERA,theft,03/07/12,3:38,21.50057279,1,92,
SUBZIMANDI,robbery,03/06/13,9:52,2.975208719,1,80,
CHITRANJAN PARK,theft,26/09/15,12:02,2.659329537,0,59,
ANAND PARBAT,theft,17/01/14,13:49,1.948430286,1,22,
ANANDVIHAR,robbery,22/09/15,8:14,4.558969692,0,90,
BARA HINDU RAO,theft,06/02/13,7:06,1.749323881,0,64,
TUGLAK ROAD,theft,14/07/15,14:16,6.857849293,0,29,
SWARUP NAGAR,theft,05/11/16,13:51,12.08811457,1,11,
SADAR BAZAR,theft,14/01/14,22:50,2.975208719,0,7,
SANGAM VIHAR,theft,12/11/13,23:36,3.10572333,1,24,
MUKHERJI NAGAR,theft,01/04/13,12:19,6.149745104,1,93,
SARITA VIHAR,theft,13/03/12,22:56,6.171102991,1,51,
CONNAUGHT PLACE,robbery,11/08/13,8:21,5.266891996,1,82,
KOTALA MUBARAK PUR,theft,27/01/12,21:13,1.628367164,0,79,
SARAI ROHILLA,theft,17/08/15,1:00,1.948430286,1,92,
NANGLOI,theft,01/09/14,5:43,2.253261514,1,88,
KAROL BAGH,robbery,12/06/14,18:48,1.643641889,0,9,
D.B.G ROAD,theft,13/04/15,8:43,1.643641889,1,2,
MEHRAULI,theft,06/11/15,8:00,38.91186678,0,59,
SUNLIGHT COLONY,robbery,06/10/13,6:11,2.112193774,0,18,
SAROJINI NAGAR,theft,12/02/12,22:52,1.891342634,0,73,
JAHANGIR PURI,theft,17/08/15,11:19,2.463668046,1,33,
CONNAUGHT PLACE,theft,18/05/14,12:18,5.266891996,1,94,
VASANT KUNJ NORTH,theft,25/09/14,21:22,14.1053716,1,79,
PULPRAHLAD PUR,theft,10/08/14,12:44,3.852127696,1,12,
CHITRANJAN PARK,assualt_murders,07/01/16,1:53,2.659329537,1,17,
MOTI NAGAR,theft,23/02/15,17:21,3.148605142,0,33,
SUNLIGHT COLONY,theft,03/06/16,12:21,2.112193774,1,70,
UTTAM NAGAR,sexual_harassement,12/04/13,21:51,2.747375479,1,97,
SOUTH CAMPUS,theft,17/09/12,11:13,4.518856098,0,10,
MAURICE NAGAR,theft,14/07/14,6:09,6.149745104,0,66,
CONNAUGHT PLACE,theft,12/08/14,14:46,5.266891996,0,18,
JAGATPURI,theft,19/06/12,16:00,1.021961219,0,91,
FATEHPUR BERI,theft,17/09/14,17:45,35.89559495,1,93,
ASHOK VIHAR,theft,19/04/16,23:55,3.536288039,1,24,
AMAN VIHAR,theft,21/10/15,3:56,3.296887934,1,27,
MAYA PURI,robbery,08/06/14,9:05,2.553754816,1,90,
PATEL NAGAR,theft,10/09/15,20:29,4.104570166,0,63,
PRASHANT VIHAR,assualt_murders,08/01/16,15:34,2.076678927,0,32,
KAROL BAGH,theft,03/07/14,3:42,1.643641889,1,82,
RAJINDER NAGAR,theft,23/01/14,8:15,3.013302528,1,60,
UTTAM NAGAR,theft,08/05/13,22:45,2.747375479,1,73,
FARASH BAZAR,theft,17/09/14,7:30,1.721757744,0,79,
MAURICE NAGAR,rape,14/01/13,7:11,6.149745104,0,11,
ANAND PARBAT,robbery,02/04/16,12:12,1.948430286,0,23,
MANDIR MARG,theft,22/09/16,1:41,9.889059631,0,45,
CHITRANJAN PARK,theft,14/02/13,18:32,2.659329537,0,49,
SAFDARJUNG ENCLAVE,theft,10/08/16,14:33,2.366255942,0,45,
VIJAY VIHAR,theft,22/08/12,18:25,2.649542395,0,20,
NANGLOI,theft,03/04/14,11:21,2.253261514,1,59,
ROHINI SOUTH,theft,14/04/15,14:52,2.649542395,1,4,
SONIA VIHAR,assualt_murders,01/07/14,4:36,4.453887398,0,75,
BABA HARI DAS NAGAR,theft,21/07/13,22:00,28.98213358,1,90,
I.P. ESTATE,theft,23/09/15,2:11,9.253420865,1,58,
PANDAV NAGAR,theft,12/05/13,4:05,1.470612978,0,16,
FATEHPUR BERI,theft,19/11/14,6:33,35.89559495,0,74,
DWARKA SEC-23,theft,19/09/14,17:22,30.06854798,1,40,
D.B.G ROAD,theft,07/10/16,12:34,1.643641889,0,84,
PUNJABI BAGH,theft,17/02/12,0:19,2.57731064,0,67,
SUBHASH PLACE,theft,18/09/15,23:09,0.885072498,0,83,
SOUTH CAMPUS,robbery,10/08/16,17:28,4.518856098,0,13,
SUNLIGHT COLONY,theft,16/02/12,13:16,2.112193774,0,44,
MAHENDRA PARK,theft,06/11/16,12:54,2.463668046,1,31,
PRASHANT VIHAR,theft,08/08/13,22:56,6.857849293,1,62,
NANGLOI,theft,19/01/12,23:25,2.253261514,1,61,
